kr,en
"「산업집적활성화 및 공장설립에 관한 법률」 제2조에 따른 지식산업센터, 「산업입지 및 개발에 관한 법률」 제27조에 따른 공업단지 개발사업용지, 「기업활동 규제완화에 관한 특별조치법」 제14조에 따른 중소기업자의 공장용지 및 지방자치단체가 조성한 농공단지, 노원구가 유치한 공장용지에 필요한 토지를 해당 사업시행자에게 매각하는 경우","Where the government sells the land required for factory sites hosted by small businesses under the Knowledge Industry Center pursuant to Article 2 of the Act on Industrial Collective Revitalization and Factory Establishment, the site for industrial park development under Article 27 of the Industrial Location and Development Act, and the Act on Special Measures for Deregulation of Corporate Activities by the Local Government to the project implementer;"
「사회복지사업법」에 따라 설립된 사회복지법인 또는 「공익법인의 설립·운영에 관한 법률」의 적용을 받는 법인에게 해당 사업목적에 필요한 재산을 매각하는 때,When property necessary for the purpose of the relevant project is sold to a social welfare corporation established under the Social Welfare Services Act or a juristic person subject to the application of the Act on the Establishment and Management of Public Interest Corporations;
"2012년 12월 31일 이전부터 노원구 소유가 아닌 건물이 있는 일단의 소규모 토지(특별시·광역시의 동지역에서는 300제곱미터 이하, 시의 동지역에서는 500제곱미터 이하, 광역시·시·군의 읍·면지역에서는 1,000제곱미터 이하의 토지)를 그 건물 소유자에게 매각하는 경우","Where a small group of land that is not owned by Nowon-gu is sold to the owner of the building before December 31, 2012 (less than 300 square meters in the eastern part of the city, less than 500 square meters in the eastern part of the city, and less than 1,000 square meters in the Eup, Myeon of the metropolitan city, Si, Gun);"
물품관리관이 물품의 품종 또는 품목의 분류전환을 결정한 때에는 물품출납공무원에게 통지하여야 한다.,"When a commodities management officer has decided to convert the classification of goods into a variety or classification of the goods, he/she shall notify the public official in charge of the disbursement of goods."
비품의 수리 또는 보충의 목적으로 구입한 물품 및 급여하는 물품은 소모품으로 정리할 수 있다.,Goods consumed and purchased for the purpose of repairing or supplementing fixtures may be collected as consumables.
제작품은 그 원료가격에 제작비를 가산한 금액. 다만 상용직공으로 하여금 제작하게 한 것은 원료가격과 노임,"Manufactured goods are the amount obtained by adding production cost to the raw material price: Provided, That the provision of an allowance to an illegal trade officer for the production thereof shall be based on the price of raw materials and wages."
시설물에서 제거된 물품으로 활용할 수 없는 물품,Goods which can not be utilized as they are removed from facilities;
"물품관리관·물품출납원, 주관부서장 또는 분임물품출납원은 그 소관에 속하는 증빙서류 및 장부를 5년간 보관하여야 한다.","A commodities management officer, a commodities dispatching officer, a managing director, or a chief information officer shall keep evidential documents and the books under his/her jurisdiction for five years."
시설공사에 사용하기 위하여 행정기관에서 공급하는 건설자재에 대하여는 공사감독 공무원이 검사하고 분임물품출납공무원이 검수한다.,"Construction materials supplied by an administrative agency for use in the construction of facilities shall be inspected by the public official in charge of construction works, and commissioned by a public official in charge of the disposal of excavated goods."
"영 제85조에 해당하는 자진반환자에 대하여는 보상금을 지급하지 아니한다. 다만, 선의의 취득이 확실하다고 인정되는 신고자로서 그 신고재산의 매수를 포기한 자인 경우에는 보상금을 지급할 수 있다.","Compensation shall not be paid to voluntary medical personnel falling under Article 85 of the Decree: Provided, That if a person who is a reporter recognized to have good intention is a person who renounces the purchase of reported property, he/she may pay compensation."
"이 조례 시행 당시 공유재산 및 물품에 대하여 종전의 「서울특별시노원구구유재산관리조례」 및 「서울특별시노원구물품관리조례」의 규정에 의한 사용ㆍ수익허가, 대부 그 밖의 행위는 이 조례의 규정에 의하여 행하여진 것으로 본다.","At the time this Ordinance enters into force, the use and profit approval regarding shared property and goods in accordance with the provisions of the previous Nowon-gu Seoul Metropolitan Government Ordinance on Management of Gu Property and the Nowon-gu Seoul Metropolitan Government Ordinance on Commodity Management, shall be governed by the provisions of this Ordinance. The provisions of the previous Municipal Ordinance on the Management of Illegal Property in Seoul Special Metropolitan City, Nowon-gu and the Ordinance of the Ordinance of 18 2005 in the Officials of the Officials of the Commodities Management of Justin Seoul for public property at the time this Ordinance takes effect "
